,saleprice,lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod/add,yr_sold,mas_vnr_area,bsmtfin_sf_1,total_bsmt_sf,frst_flr_sf,sec_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,totrms_abvgrd,fireplaces,garage_area,wood_deck_sf,open_porch_sf,screen_porch,neighborhood,exter_qual,exter_cond,bsmt_exposure,kitchen_qual,garage_finish,heating_qc,fireplace_qu
1655,85000,60.0,7200,5,4,1910,2006,2009,0.0,247.0,1022.0,1022,0,1022,1.0,0.0,1,0,2,4,0,280.0,0,30,0,OldTown,TA,TA,No,TA,Unf,TA,None
1656,137900,89.0,10680,5,3,1951,1951,2006,44.0,756.0,2136.0,2136,0,2136,0.0,0.0,2,0,4,7,0,528.0,0,30,0,NAmes,TA,TA,No,TA,Unf,TA,None
1657,195500,59.0,9535,6,5,1998,1998,2008,0.0,851.0,926.0,926,678,1604,0.0,0.0,2,1,3,7,0,472.0,100,82,0,Gilbert,TA,TA,Gd,TA,Fin,Ex,None
1658,128000,66.0,6858,6,4,1915,1950,2010,0.0,0.0,806.0,841,806,1647,1.0,0.0,1,1,4,6,0,216.0,0,66,0,SWISU,TA,TA,No,Fa,Unf,TA,None
1659,135000,75.0,8100,5,8,1961,2007,2008,0.0,764.0,864.0,864,0,864,1.0,0.0,1,0,3,5,1,420.0,132,0,0,Sawyer,TA,Gd,No,Gd,Unf,Ex,TA
1660,143195,0.0,9216,5,6,1975,1975,2008,176.0,294.0,1076.0,1076,0,1076,0.0,0.0,1,1,3,5,1,576.0,0,0,0,CollgCr,TA,TA,Av,TA,Unf,TA,Fa
1661,79500,50.0,9100,5,6,1930,1960,2008,0.0,0.0,742.0,779,0,935,0.0,0.0,1,0,2,4,0,308.0,0,0,0,BrkSide,TA,TA,No,TA,Unf,TA,None
1662,192500,67.0,12774,7,5,2003,2004,2008,95.0,0.0,835.0,835,828,1663,0.0,0.0,2,1,3,8,0,478.0,168,68,0,SawyerW,Gd,TA,Av,Gd,RFn,Ex,None
1663,129500,50.0,6000,5,7,1950,1970,2009,0.0,384.0,768.0,768,560,1328,0.0,0.0,1,1,3,6,0,308.0,0,12,0,OldTown,TA,Ex,No,TA,Unf,TA,None
1664,168000,0.0,10364,6,5,1995,1996,2007,0.0,0.0,806.0,806,766,1572,0.0,0.0,2,1,3,7,1,373.0,0,40,0,Gilbert,TA,TA,No,TA,Fin,Gd,TA
1665,105000,50.0,6000,6,5,1939,1950,2008,0.0,264.0,739.0,874,468,1342,0.0,0.0,2,0,2,7,1,240.0,0,0,0,BrkSide,TA,TA,No,TA,Unf,Ex,Gd
1666,143250,0.0,10530,6,5,1971,1971,2007,0.0,282.0,981.0,981,0,981,1.0,0.0,1,1,3,5,0,576.0,0,312,0,NAmes,TA,TA,No,TA,Unf,TA,None
1667,144000,75.0,9525,5,6,1995,2006,2008,0.0,0.0,1099.0,1099,0,1099,0.0,0.0,1,1,3,6,0,352.0,278,0,0,CollgCr,TA,TA,No,Gd,Unf,Ex,None
1668,205000,0.0,8880,7,5,1994,2002,2010,0.0,695.0,948.0,1222,888,2110,1.0,0.0,2,1,3,8,2,463.0,0,130,0,SawyerW,Gd,TA,No,Gd,RFn,Ex,Fa
1669,143000,82.0,8410,6,6,1974,1974,2007,0.0,924.0,970.0,1026,0,1026,1.0,0.0,1,0,2,5,1,528.0,193,0,0,Mitchel,TA,TA,Av,TA,Unf,TA,Po
1670,290000,42.0,4385,9,5,2001,2001,2008,0.0,964.0,1419.0,1419,0,1419,1.0,0.0,1,1,2,5,1,588.0,155,58,0,Somerst,Gd,TA,Av,Ex,Fin,Ex,TA
1671,611657,100.0,12919,9,5,2009,2010,2010,760.0,2188.0,2330.0,2364,0,2364,1.0,0.0,2,1,2,11,2,820.0,0,67,0,NridgHt,Ex,TA,Gd,Ex,Fin,Ex,Gd
1672,152000,82.0,12464,5,5,1996,1996,2009,0.0,732.0,1040.0,1040,0,1040,1.0,0.0,1,0,3,6,0,576.0,168,0,0,CollgCr,TA,Gd,No,Gd,Unf,Gd,None
1673,191500,43.0,5005,8,5,1992,1992,2010,0.0,263.0,1280.0,1280,0,1280,0.0,0.0,2,0,2,5,0,506.0,0,82,144,StoneBr,Gd,TA,No,Gd,RFn,Ex,None
1674,317000,76.0,9591,8,5,2004,2005,2007,344.0,0.0,1143.0,1143,1330,2473,0.0,0.0,2,1,4,9,1,852.0,192,151,0,NridgHt,Gd,TA,Av,Gd,RFn,Ex,Gd
1675,165250,70.0,6960,7,8,1940,1998,2007,0.0,258.0,680.0,798,504,1302,0.0,0.0,1,1,2,6,2,224.0,0,0,126,Sawyer,TA,TA,No,Gd,Unf,Ex,Gd
1676,123000,75.0,9825,5,5,1966,1966,2008,0.0,609.0,1092.0,1092,0,1092,0.0,0.0,1,0,3,6,0,264.0,259,0,161,Edwards,TA,TA,No,TA,Unf,TA,None
1677,185000,88.0,14175,6,8,1956,1956,2008,0.0,776.0,988.0,1188,0,1188,1.0,0.0,1,0,1,4,1,621.0,102,89,0,Sawyer,TA,TA,Gd,TA,Unf,TA,TA
1678,120000,74.0,7400,7,6,1962,1962,2006,0.0,809.0,1045.0,1045,0,1045,1.0,0.0,1,0,3,6,0,528.0,0,0,0,NAmes,TA,TA,No,TA,Unf,Gd,None
1679,158500,88.0,10738,6,7,1966,1966,2007,0.0,792.0,1093.0,1093,0,1093,1.0,0.0,2,0,3,6,1,484.0,224,0,0,NWAmes,TA,TA,No,TA,RFn,Gd,Fa
1680,173000,65.0,8366,6,5,2004,2004,2008,0.0,0.0,798.0,798,842,1640,0.0,0.0,2,1,3,6,0,520.0,138,45,0,SawyerW,Gd,TA,No,Gd,RFn,Ex,None
1681,101800,70.0,9842,4,5,1962,1962,2007,0.0,0.0,0.0,1224,0,1224,0.0,0.0,2,0,2,6,0,462.0,0,0,0,NAmes,TA,TA,No,TA,Unf,TA,None
1682,155000,60.0,7200,7,9,1936,2007,2009,0.0,350.0,560.0,575,560,1135,1.0,0.0,1,0,3,6,0,576.0,256,0,0,SWISU,Gd,Gd,No,Gd,RFn,Ex,None
1683,125000,60.0,10230,5,7,1925,1950,2009,0.0,0.0,1054.0,1078,0,1078,0.0,0.0,1,0,3,6,0,264.0,0,0,112,OldTown,TA,TA,No,Ex,Unf,Ex,None
1684,104500,52.0,8626,4,6,1956,1956,2007,1.0,0.0,0.0,968,0,968,0.0,0.0,1,0,2,5,0,331.0,0,0,0,OldTown,TA,TA,No,TA,Unf,Gd,None
1685,350000,74.0,8834,9,5,2004,2005,2009,216.0,1170.0,1462.0,1462,762,2224,1.0,0.0,2,1,4,10,1,738.0,184,0,0,NridgHt,Gd,TA,No,Ex,Fin,Ex,Gd
1686,93500,60.0,8544,3,4,1950,1950,2006,0.0,0.0,0.0,1040,0,1040,0.0,0.0,2,0,2,6,0,400.0,0,0,0,NAmes,TA,TA,No,TA,Unf,Gd,None
1687,193000,68.0,9179,7,5,1999,1999,2008,158.0,633.0,873.0,882,908,1790,1.0,0.0,2,1,3,7,0,588.0,0,88,0,CollgCr,Gd,TA,No,Gd,RFn,Ex,None
1688,191000,79.0,11526,6,7,1922,1994,2008,0.0,0.0,588.0,1423,748,2555,0.0,0.0,2,0,3,11,1,672.0,431,0,0,Crawfor,TA,TA,No,TA,Fin,Fa,Gd
1689,110000,70.0,5684,6,8,1930,2005,2006,0.0,0.0,813.0,813,0,813,0.0,0.0,1,0,2,5,0,270.0,0,113,0,OldTown,TA,TA,No,Gd,Unf,Ex,None
1690,261500,0.0,11885,8,5,2001,2001,2009,108.0,990.0,1299.0,1299,573,1872,1.0,0.0,2,1,3,7,1,531.0,160,122,0,CollgCr,Gd,TA,Av,Ex,RFn,Ex,TA
1691,128900,80.0,9600,5,6,1956,1956,2009,0.0,504.0,1050.0,1050,0,1050,0.0,0.0,1,0,2,5,0,338.0,0,0,0,NAmes,TA,TA,No,TA,Unf,Gd,None
1692,584500,114.0,17242,9,5,1993,1994,2006,738.0,292.0,1733.0,1933,1567,3500,1.0,0.0,3,1,4,11,1,959.0,870,86,210,NoRidge,Gd,Gd,Gd,Ex,RFn,Ex,TA
1693,111000,75.0,10215,4,5,1954,1954,2007,132.0,492.0,864.0,948,0,948,0.0,0.0,1,0,3,5,0,248.0,0,0,0,Edwards,TA,TA,No,TA,Unf,Ex,None
1694,90000,60.0,8550,5,5,1926,1950,2007,0.0,0.0,750.0,960,356,1316,0.0,0.0,1,0,4,7,0,576.0,0,0,0,BrkSide,TA,TA,No,TA,Unf,TA,None
1695,129000,0.0,18450,6,5,1965,1979,2007,113.0,187.0,1021.0,1465,915,2380,0.0,0.0,2,1,3,7,1,596.0,0,265,0,NAmes,TA,Gd,No,TA,Unf,TA,Po
1696,224000,0.0,14778,6,7,1954,2006,2008,72.0,728.0,1296.0,1640,0,1640,1.0,0.0,1,0,3,7,1,924.0,108,0,0,Crawfor,Gd,TA,No,Gd,Unf,Ex,Gd
1697,165000,30.0,3180,6,5,2005,2005,2008,0.0,390.0,600.0,600,600,1200,1.0,0.0,2,1,2,5,0,480.0,0,166,0,Somerst,Gd,TA,No,Gd,RFn,Ex,None
1698,122000,52.0,3068,6,8,1920,1993,2010,0.0,0.0,662.0,662,662,1324,0.0,1.0,1,0,3,6,0,180.0,0,0,0,OldTown,TA,Gd,No,TA,Unf,Ex,None
1699,267300,68.0,8298,8,5,2006,2007,2007,0.0,583.0,1546.0,1564,0,1564,0.0,0.0,2,0,2,6,1,502.0,132,0,0,Timber,Gd,TA,Av,Ex,RFn,Ex,Gd
1700,485000,104.0,13518,9,5,2008,2009,2009,860.0,0.0,1926.0,1966,1174,3140,0.0,0.0,3,1,4,11,2,820.0,144,78,0,NridgHt,Ex,TA,No,Ex,Fin,Ex,Gd
1701,220000,90.0,33120,6,5,1962,1962,2006,0.0,0.0,1595.0,1611,875,2486,0.0,0.0,2,0,5,8,1,576.0,0,0,0,OldTown,TA,TA,No,TA,Unf,TA,Gd
1702,215700,0.0,13142,6,5,1997,1997,2008,128.0,688.0,864.0,872,899,1771,1.0,0.0,2,1,3,6,0,600.0,0,96,0,CollgCr,TA,TA,No,Gd,RFn,Ex,None
1703,280000,107.0,11362,8,5,2004,2005,2009,42.0,1039.0,1836.0,1836,0,1836,1.0,0.0,2,0,3,7,1,862.0,125,185,0,NridgHt,Gd,TA,Mn,Gd,Fin,Ex,Gd
1704,284000,92.0,10845,8,5,2003,2004,2008,504.0,1149.0,1603.0,1575,0,1575,1.0,0.0,2,0,2,7,1,732.0,216,28,0,NridgHt,Gd,TA,Mn,Gd,Fin,Ex,TA
1705,84500,21.0,1936,4,6,1970,1970,2007,0.0,131.0,630.0,630,0,630,1.0,0.0,1,0,1,3,0,0.0,0,0,0,MeadowV,TA,TA,Av,TA,None,Gd,None
1706,192000,80.0,9760,6,7,1963,1984,2010,218.0,717.0,1395.0,1395,0,1395,1.0,0.0,1,0,2,7,1,440.0,657,0,240,NAmes,TA,TA,Gd,TA,RFn,TA,TA
1707,105000,66.0,3960,7,8,1930,1950,2006,0.0,0.0,502.0,502,502,1004,0.0,0.0,1,0,2,5,1,200.0,280,0,0,OldTown,TA,TA,No,Gd,Unf,TA,Po
1708,216837,70.0,9100,7,5,2004,2005,2006,0.0,24.0,1860.0,1836,0,1836,0.0,0.0,2,0,3,8,1,484.0,120,33,0,CollgCr,Gd,TA,No,Gd,Fin,Ex,Gd
1709,141500,80.0,9600,5,6,1960,1960,2008,203.0,658.0,1296.0,1496,0,1496,0.0,0.0,2,0,3,6,0,450.0,0,22,0,NAmes,Fa,Fa,No,Gd,RFn,TA,None
1710,130000,57.0,9764,5,7,1967,2003,2008,0.0,702.0,894.0,894,0,894,1.0,0.0,1,0,3,5,0,450.0,0,0,0,Sawyer,TA,TA,No,Gd,RFn,Ex,None
1711,124000,60.0,8430,5,5,1978,1978,2009,136.0,616.0,1040.0,1040,0,1040,0.0,0.0,2,0,3,5,0,0.0,0,0,0,CollgCr,TA,TA,No,TA,None,TA,None
1712,150909,50.0,9060,5,6,1923,1999,2007,0.0,548.0,859.0,942,886,1828,0.0,0.0,2,0,3,6,0,0.0,174,0,0,IDOTRR,TA,TA,No,Gd,None,Ex,None
1713,139500,66.0,12778,5,6,1952,2003,2006,0.0,658.0,1008.0,1008,0,1008,1.0,0.0,1,0,2,4,0,280.0,0,154,0,NAmes,TA,TA,No,TA,RFn,Ex,None
1714,79275,60.0,8172,4,5,1955,1955,2007,0.0,682.0,864.0,864,0,864,1.0,0.0,1,0,3,5,0,528.0,196,0,0,Edwards,TA,TA,No,TA,Unf,TA,None
1715,265900,64.0,9037,8,5,2006,2006,2007,32.0,428.0,1476.0,1484,0,1484,0.0,0.0,2,0,2,6,1,472.0,120,33,0,Timber,Gd,TA,Av,Ex,RFn,Ex,Gd
1716,91000,52.0,6292,6,5,1930,1950,2008,0.0,384.0,768.0,790,0,790,0.0,0.0,1,0,2,4,0,160.0,0,141,0,SWISU,TA,TA,Mn,TA,Unf,TA,None
1717,185000,85.0,11900,5,6,1977,1977,2009,157.0,400.0,1122.0,946,988,1934,1.0,0.0,2,1,3,6,1,567.0,0,176,200,Gilbert,TA,TA,No,TA,Unf,Ex,TA
1718,141000,70.0,7945,5,6,1959,1959,2006,0.0,179.0,1150.0,1150,0,1150,1.0,0.0,1,0,3,6,0,300.0,0,0,0,NAmes,TA,TA,No,TA,RFn,Ex,None
1719,260116,134.0,16659,8,5,2007,2008,2007,0.0,0.0,1582.0,1582,570,2152,0.0,0.0,2,1,3,7,1,728.0,0,368,0,NridgHt,Gd,TA,No,Gd,Unf,Ex,Gd
1720,113000,50.0,9340,4,6,1941,1950,2009,0.0,344.0,672.0,672,0,672,1.0,0.0,1,0,2,4,0,234.0,0,113,0,Edwards,TA,TA,No,TA,Unf,TA,None
1721,225000,0.0,11454,8,5,1995,1995,2008,302.0,770.0,1401.0,1511,0,1511,1.0,0.0,2,0,3,6,1,811.0,168,42,0,SawyerW,Gd,TA,Gd,Gd,Fin,Ex,Fa
1722,113000,80.0,8480,5,6,1945,1950,2009,0.0,700.0,793.0,793,0,793,1.0,0.0,1,0,2,4,0,240.0,0,0,0,NAmes,TA,Gd,No,Fa,Unf,TA,None
1723,125200,65.0,6305,6,6,1975,1975,2010,0.0,528.0,1008.0,1096,0,1096,1.0,0.0,1,0,3,5,1,352.0,0,0,0,Edwards,TA,TA,Av,TA,Unf,TA,Fa
1724,319500,82.0,9709,8,5,2007,2007,2007,120.0,778.0,918.0,958,1142,2100,1.0,0.0,2,1,3,8,2,786.0,172,104,0,NridgHt,Ex,TA,Gd,Ex,Fin,Ex,Gd
1725,140000,60.0,10930,5,6,1945,1950,2008,0.0,580.0,913.0,1048,510,1558,1.0,0.0,1,1,3,6,1,288.0,0,0,0,NAmes,TA,TA,No,TA,Unf,TA,TA
1726,250764,0.0,50102,6,5,1958,1958,2006,0.0,909.0,1632.0,1650,0,1650,1.0,0.0,1,0,2,6,2,518.0,0,0,138,Timber,TA,TA,Gd,TA,Unf,TA,Gd
1727,250000,74.0,8899,8,5,2007,2007,2008,108.0,40.0,948.0,948,1140,2088,0.0,0.0,2,1,4,10,1,656.0,100,24,0,NridgHt,Ex,TA,Av,Gd,Fin,Ex,Gd
1728,176000,65.0,10237,6,5,2005,2006,2007,0.0,0.0,768.0,768,768,1536,0.0,0.0,2,1,3,6,1,400.0,100,38,0,Gilbert,Gd,TA,No,Gd,Fin,Ex,Gd
1729,174850,80.0,9736,6,6,1957,1969,2007,289.0,668.0,1331.0,1721,0,1721,0.0,0.0,1,0,4,8,3,464.0,0,0,0,NAmes,TA,TA,No,TA,Unf,Gd,TA
1730,147000,24.0,2364,6,5,1978,1978,2009,0.0,320.0,804.0,804,744,1548,0.0,1.0,2,1,3,7,1,440.0,108,0,0,NPkVill,TA,TA,No,TA,Unf,TA,TA
1731,99500,55.0,7892,6,5,1979,1979,2010,0.0,0.0,918.0,918,0,918,0.0,0.0,2,0,2,5,1,264.0,28,0,0,SawyerW,TA,TA,No,TA,Unf,TA,TA
1732,398800,95.0,12350,9,5,2009,2009,2009,0.0,986.0,1365.0,1365,1325,2690,1.0,0.0,2,1,3,8,1,864.0,0,197,0,NridgHt,Gd,TA,No,Ex,RFn,Ex,Gd
1733,175000,62.0,7917,6,5,1999,2000,2007,0.0,0.0,953.0,953,694,1647,0.0,0.0,2,1,3,7,1,460.0,0,40,0,Gilbert,TA,TA,No,TA,RFn,Ex,TA
1734,109500,60.0,7200,5,7,1954,1954,2008,0.0,0.0,825.0,825,0,825,0.0,1.0,1,0,2,4,0,350.0,0,0,0,NAmes,TA,TA,No,TA,Unf,TA,None
1735,163500,0.0,12155,6,3,1970,1970,2007,0.0,1237.0,1657.0,1657,0,1657,0.0,1.0,2,0,3,7,1,484.0,0,0,147,NAmes,TA,TA,No,TA,Unf,Gd,TA
1736,100000,0.0,7446,4,5,1941,1950,2006,0.0,266.0,788.0,788,0,788,0.0,0.0,1,0,2,4,2,0.0,0,0,0,BrkSide,TA,TA,No,TA,None,TA,TA
1737,334000,105.0,11025,8,5,1992,1993,2006,692.0,1118.0,1334.0,1520,1306,2826,1.0,0.0,2,1,3,9,3,888.0,177,208,0,NoRidge,Gd,TA,Gd,Gd,RFn,Ex,TA
1738,137250,65.0,7832,5,5,1968,1968,2010,0.0,775.0,864.0,864,0,864,1.0,0.0,1,0,2,4,0,280.0,226,0,0,Sawyer,TA,TA,No,TA,Unf,Ex,None
1739,320000,134.0,19378,7,5,2005,2006,2006,456.0,57.0,1392.0,1392,1070,2462,1.0,0.0,2,1,4,9,1,576.0,239,132,0,Gilbert,Gd,TA,Mn,Gd,RFn,Ex,Gd
1740,162000,0.0,9830,5,7,1959,2006,2010,0.0,72.0,1063.0,1287,0,1287,1.0,0.0,1,0,3,7,1,576.0,364,17,182,NAmes,TA,Gd,No,Gd,Fin,Ex,Gd
1741,222000,0.0,4403,7,5,2009,2009,2010,432.0,578.0,1470.0,1478,0,1478,1.0,0.0,2,1,2,7,1,484.0,0,144,0,Somerst,Ex,TA,Av,Gd,Fin,Ex,Gd
1742,178000,0.0,8174,7,5,2003,2003,2009,0.0,494.0,698.0,698,644,1342,1.0,0.0,2,1,3,7,1,393.0,100,56,0,Gilbert,Gd,TA,No,Gd,Fin,Ex,TA
1743,119000,60.0,7200,5,7,1940,1992,2010,294.0,510.0,788.0,804,0,804,1.0,0.0,1,0,2,4,2,240.0,0,0,0,OldTown,TA,Gd,No,Gd,Unf,TA,Gd
1744,169500,69.0,7590,5,5,1962,1962,2007,288.0,540.0,864.0,876,936,1812,0.0,0.0,2,0,4,8,1,264.0,0,168,0,NAmes,TA,TA,No,TA,RFn,TA,TA
1745,236000,0.0,8795,7,5,2000,2000,2009,0.0,300.0,952.0,980,1276,2256,0.0,0.0,2,1,4,8,1,554.0,224,54,0,Gilbert,Gd,TA,No,Gd,Fin,Ex,TA
1746,294464,44.0,3843,8,5,2007,2008,2008,186.0,1476.0,1596.0,1648,0,1648,1.0,1.0,2,0,2,5,1,525.0,162,53,0,Crawfor,Ex,TA,Gd,Ex,Fin,Ex,Gd
1747,206900,85.0,11075,6,5,1969,1969,2008,0.0,500.0,952.0,1092,1020,2112,0.0,0.0,2,1,4,9,2,576.0,280,0,0,NAmes,TA,TA,Mn,TA,Unf,TA,Gd
1748,233000,76.0,10142,7,5,2004,2004,2010,0.0,656.0,956.0,956,1128,2084,1.0,0.0,2,1,4,8,0,618.0,0,45,0,SawyerW,Gd,TA,No,Gd,RFn,Ex,None
1749,108000,56.0,7741,6,5,1924,1950,2006,0.0,143.0,1032.0,1032,0,1032,0.0,0.0,1,0,2,5,0,280.0,0,0,0,OldTown,TA,TA,No,TA,Unf,Gd,None
1750,165000,65.0,8139,6,5,1995,1996,2008,119.0,476.0,680.0,680,790,1470,0.0,0.0,2,1,3,7,1,420.0,192,49,0,Gilbert,TA,TA,No,TA,Fin,Gd,TA
1751,134900,45.0,8982,5,5,1977,1977,2007,0.0,539.0,1040.0,1040,0,1040,0.0,0.0,1,1,3,5,0,748.0,0,0,0,CollgCr,TA,TA,Av,TA,Unf,TA,None
1752,113000,51.0,6120,5,7,1939,1950,2007,0.0,0.0,884.0,884,0,884,0.0,0.0,1,0,2,5,0,240.0,0,0,0,BrkSide,Gd,TA,No,TA,Unf,Ex,None
1753,147900,70.0,16561,5,5,1996,1996,2007,0.0,549.0,1097.0,1097,0,1097,1.0,0.0,1,1,3,6,0,242.0,306,0,0,CollgCr,TA,TA,No,TA,Unf,Ex,None
1754,99900,56.0,4060,5,8,1922,1950,2009,0.0,0.0,864.0,864,0,864,0.0,0.0,1,0,2,4,0,0.0,0,96,0,Edwards,TA,TA,No,TA,None,Ex,None
1755,143000,24.0,2308,6,6,1975,1975,2008,0.0,286.0,855.0,855,601,1456,0.0,0.0,2,1,4,7,0,460.0,0,0,0,NPkVill,TA,TA,No,TA,RFn,Gd,None
1756,114500,52.0,6240,6,6,1934,1950,2006,0.0,0.0,816.0,816,0,1176,0.0,0.0,1,0,3,6,1,528.0,112,0,0,BrkSide,TA,TA,No,TA,Unf,TA,Gd
1757,129200,0.0,8789,5,6,1967,1967,2006,0.0,659.0,912.0,941,0,941,0.0,0.0,1,0,3,6,1,288.0,64,0,0,Sawyer,TA,TA,Mn,TA,Unf,TA,Po
1758,392500,64.0,5587,8,5,2008,2008,2008,186.0,1480.0,1600.0,1652,0,1652,1.0,1.0,2,0,2,5,1,482.0,162,53,0,Crawfor,Ex,TA,Gd,Gd,Fin,Ex,Gd
1759,266500,66.0,9042,7,9,1941,2006,2010,0.0,275.0,1152.0,1188,1152,2340,0.0,0.0,2,0,4,9,2,252.0,0,60,0,Crawfor,Ex,Gd,No,Gd,RFn,Ex,Gd
1760,177500,57.0,8923,7,5,1998,1998,2009,0.0,189.0,384.0,751,631,1382,0.0,0.0,2,1,3,7,1,396.0,256,0,0,Gilbert,Gd,TA,No,TA,Fin,Gd,TA
1761,139500,75.0,12518,5,7,1968,1968,2009,182.0,532.0,1008.0,1008,0,1008,0.0,0.0,1,0,3,6,0,384.0,144,0,0,Mitchel,TA,TA,No,Gd,Unf,Gd,None
1762,170000,85.0,11069,6,5,2007,2007,2009,0.0,0.0,608.0,608,788,1396,0.0,0.0,2,1,3,6,1,440.0,100,36,0,CollgCr,Gd,TA,No,Gd,Fin,Ex,Gd
1763,224500,80.0,8800,6,7,1964,1997,2007,306.0,414.0,845.0,845,1309,2154,0.0,0.0,2,1,5,8,1,539.0,0,0,161,NAmes,TA,Gd,No,TA,RFn,Ex,Gd
1764,290000,96.0,13262,8,5,2003,2004,2009,186.0,0.0,1082.0,1105,1295,2400,0.0,0.0,3,1,4,10,1,730.0,114,40,0,NridgHt,Gd,TA,No,Gd,Fin,Ex,Gd
1765,169500,0.0,7758,7,4,1931,1950,2007,600.0,224.0,1040.0,1226,592,1818,0.0,0.0,1,1,4,7,2,240.0,0,0,184,IDOTRR,TA,Fa,No,TA,Unf,Ex,TA
1766,240000,43.0,12118,7,5,2004,2005,2009,108.0,0.0,1710.0,1710,0,1710,0.0,0.0,2,0,3,7,1,550.0,100,48,180,Mitchel,Gd,TA,Mn,Gd,Fin,Ex,Gd
1767,144000,80.0,9600,5,6,1955,1955,2007,176.0,368.0,1078.0,1150,0,1150,1.0,0.0,1,0,2,6,0,288.0,0,0,175,NAmes,TA,Gd,No,TA,Fin,Ex,None
1768,165000,100.0,9500,6,6,1964,1978,2007,272.0,442.0,816.0,1127,850,1977,0.0,1.0,1,1,4,9,1,540.0,0,52,0,NAmes,TA,TA,No,TA,RFn,TA,TA
1769,145000,50.0,7175,6,5,1990,1991,2009,0.0,0.0,1332.0,1332,0,1332,0.0,0.0,2,0,2,5,0,542.0,0,60,0,SawyerW,Gd,TA,No,Gd,RFn,Gd,None
1770,114000,0.0,11200,5,3,1964,1964,2010,0.0,0.0,1250.0,1298,0,1298,0.0,0.0,2,0,3,5,0,504.0,0,144,0,Edwards,TA,Fa,Mn,TA,Unf,Ex,None
1771,395000,110.0,14226,8,5,2006,2006,2007,375.0,0.0,1935.0,1973,0,1973,0.0,0.0,2,0,3,9,1,895.0,315,45,0,NridgHt,Gd,TA,Av,Gd,Fin,Gd,Gd
1772,105500,24.0,2760,6,5,1973,1973,2006,514.0,0.0,525.0,525,567,1092,0.0,0.0,1,1,3,6,0,440.0,0,0,0,BrDale,TA,TA,No,TA,Unf,TA,None
1773,254900,85.0,11050,8,5,1998,1999,2010,0.0,615.0,1049.0,1036,880,1916,1.0,0.0,2,1,3,8,1,741.0,0,70,0,Mitchel,Gd,TA,No,Gd,Unf,Ex,TA
1774,102000,60.0,7200,5,3,1950,1950,2007,0.0,432.0,864.0,1238,0,1238,0.0,0.0,1,1,3,6,1,357.0,0,171,0,NAmes,TA,TA,No,TA,Unf,Fa,TA
1775,230000,79.0,12420,7,5,2001,2001,2009,0.0,666.0,944.0,944,896,1840,1.0,0.0,2,1,3,6,0,622.0,0,45,0,CollgCr,Gd,TA,No,Gd,RFn,Ex,None
1776,137500,51.0,6120,5,8,1920,2004,2007,0.0,0.0,939.0,939,574,1513,0.0,0.0,1,1,4,8,0,180.0,24,0,0,BrkSide,TA,TA,Mn,TA,Unf,Ex,None
1777,138000,55.0,7111,5,7,1928,1983,2008,0.0,406.0,1008.0,1143,0,1143,0.0,0.0,1,0,2,5,1,288.0,265,0,0,BrkSide,Gd,Gd,No,TA,Unf,TA,Po
1778,156500,66.0,19255,6,5,1983,1983,2009,100.0,70.0,520.0,1338,0,1338,0.0,0.0,1,1,2,5,1,576.0,0,0,0,SawyerW,Gd,TA,Av,Gd,Unf,Gd,Po
1779,124500,70.0,8120,4,7,1970,1970,2009,0.0,191.0,864.0,864,0,864,0.0,0.0,1,0,3,5,0,463.0,0,0,0,NAmes,TA,Gd,No,TA,Unf,Ex,None
1780,190000,92.0,11952,7,6,1977,1977,2007,0.0,0.0,808.0,1161,808,1969,0.0,0.0,2,1,3,8,1,534.0,0,0,276,NWAmes,TA,TA,No,TA,RFn,TA,Gd
1781,159895,43.0,3182,7,5,2007,2007,2008,16.0,0.0,1266.0,1266,0,1266,0.0,0.0,2,0,2,6,1,388.0,100,16,0,Blmngtn,Gd,TA,Av,Gd,Fin,Ex,Gd
1782,189000,51.0,9842,5,6,1921,1998,2008,0.0,0.0,612.0,990,1611,2601,0.0,0.0,3,1,4,8,0,621.0,183,0,0,SWISU,TA,TA,No,TA,RFn,Ex,None
1783,124000,0.0,8020,5,6,1964,1964,2006,0.0,644.0,912.0,912,0,912,0.0,0.0,1,0,3,6,0,0.0,0,0,0,Sawyer,TA,TA,No,TA,None,TA,None
1784,121500,0.0,11341,5,6,1957,1996,2010,180.0,1302.0,1392.0,1392,0,1392,1.0,0.0,1,1,3,5,1,528.0,0,0,95,Sawyer,TA,TA,No,TA,Unf,TA,Gd
1785,146000,76.0,12436,5,5,1957,1957,2008,0.0,0.0,1824.0,1824,0,1824,0.0,0.0,2,0,5,9,0,484.0,0,0,0,NAmes,TA,TA,No,TA,Unf,Fa,None
1786,235000,75.0,12192,7,5,2000,2001,2008,0.0,663.0,928.0,928,895,1823,1.0,0.0,2,1,3,6,0,626.0,192,36,0,CollgCr,Gd,TA,No,Gd,RFn,Ex,None
1787,300000,44.0,3842,8,5,2004,2005,2006,186.0,1564.0,1594.0,1646,0,1646,1.0,1.0,2,0,2,5,1,525.0,128,53,155,Crawfor,Gd,TA,Gd,Gd,Fin,Ex,Gd
1788,90500,21.0,1936,4,7,1970,1970,2006,0.0,0.0,546.0,546,546,1092,0.0,0.0,1,1,3,5,0,0.0,0,0,0,MeadowV,TA,TA,No,TA,None,Gd,None
